query,cluster,type,n_chars,n_tokens,mean_tok_len,frac_latin,frac_digit,frac_vowel,max_char_run,dict_coverage,mean_edit_dist,oddness
аэрозоль от моли,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.5,1,1.0,0.0,6.9155938826129795
чехол на samsung a,7,норма · фраза,18,4,3.75,0.5333333333333333,0.0,0.42857142857142855,1,1.0,0.0,6.060169612604595
носки,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,4.988422032404262
каша,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.536034599459102
горчиц зерна,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,6.665973718211798
exponents,0,латиница,9,1,9.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
nike vaprofly,0,латиница,13,2,6.0,1.0,0.0,0.0,1,0.5,0.0,16.123358179532573
десерты,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.326243467148953
сладкое к чаю,1,норма · 2 слова,13,3,3.6666666666666665,0.0,0.0,0.45454545454545453,1,1.0,0.0,7.07104737959989
каша готовая с,1,норма · 2 слова,14,3,4.0,0.0,0.0,0.5,1,1.0,0.0,5.832478301957631
эрп,2,искажённое слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,9.069786605432643
леденец на палочке петушок,7,норма · фраза,26,4,5.75,0.0,0.0,0.43478260869565216,1,1.0,0.0,6.5589682789081225
мясо индейу,9,фраза с искажением,11,2,5.0,0.0,0.0,0.5,1,0.5,0.2857142857142857,6.9042259849130225
мыло синергия,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.5,1,1.0,0.0,5.9614234985272825
диспансер для полотенец,7,норма · фраза,23,3,7.0,0.0,0.0,0.38095238095238093,1,1.0,0.0,6.284464666929849
сосиски гриль,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.788580470641528
пироженые слой,9,фраза с искажением,14,2,6.5,0.0,0.0,0.46153846153846156,1,0.5,0.1111111111111111,5.302862125530006
пирожки с луком яйцом,7,норма · фраза,21,4,4.5,0.0,0.0,0.3888888888888889,1,1.0,0.0,6.332256326888571
коктейль фист,9,фраза с искажением,13,2,6.0,0.0,0.0,0.25,1,0.5,0.25,6.4334433105972035
kıtkat,0,латиница,6,1,6.0,0.8333333333333334,0.0,0.0,1,0.0,0.0,16.123358179532573
мороженное,4,норма · удвоенная буква,10,1,10.0,0.0,0.0,0.5,2,1.0,0.0,5.008620140537925
кисадел,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.42857142857142855,5.492295820380042
же дезодоранты,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,5.729629362561658
слайсы я,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.42857142857142855,1,1.0,0.0,7.048158815508129
свечки обычные,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.46153846153846156,1,1.0,0.0,5.912020417756293
ю масло,1,норма · 2 слова,7,2,3.0,0.0,0.0,0.5,1,1.0,0.0,6.65430077442455
гидрофильное,5,норма · длинные слова,12,1,12.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.077084792775386
мисо,3,норма · 1 слово,4,1,4.0,0.0,0.0,0.5,1,1.0,0.0,5.663804252582452
снсиска,2,искажённое слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,0.0,0.14285714285714285,5.6046822607839015
баночка,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.401879240033367
энергетик с пер,1,норма · 2 слова,15,3,4.333333333333333,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.487647200343387
power банк беспроводной,7,норма · фраза,23,3,7.0,0.23809523809523808,0.0,0.3125,1,1.0,0.0,6.165457222642659
маскулан,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.375,5.656592422978275
fest чистая линия,7,норма · фраза,17,3,5.0,0.26666666666666666,0.0,0.5454545454545454,1,1.0,0.0,5.7846999526234555
манитоба мука,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.5,1,1.0,0.0,5.456369142624049
pro plan,0,латиница,8,2,3.5,1.0,0.0,0.0,1,1.0,0.0,16.123358179532573
клейкий валик,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.336535458982301
онегирт,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2857142857142857,6.068112882024529
poker,0,латиница,5,1,5.0,1.0,0.0,0.0,1,0.0,0.0,16.123358179532573
мидальо,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2222222222222222,6.403068642126846
перецчер,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.375,7.0902369100260465
сырники зеленая линия без сахара,7,норма · фраза,32,5,5.6,0.0,0.0,0.5,1,1.0,0.0,6.0291698619295016
стаканы,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.008061694631279
лавваш,10,искажённое слово · вставки/удвоения,6,1,6.0,0.0,0.0,0.3333333333333333,2,0.0,0.16666666666666666,7.402707337307967
name skin care o2,0,латиница,17,4,3.25,1.0,0.058823529411764705,0.0,1,1.0,0.0,16.123358179532573
крыжовник,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.505765550703972
булочка мираторг для бургеров,7,норма · фраза,29,4,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.1712914176705915
ножницы для когтей,7,норма · фраза,18,3,5.333333333333333,0.0,0.0,0.375,1,1.0,0.0,6.515312876932876
булоч ки,9,фраза с искажением,8,2,3.5,0.0,0.0,0.42857142857142855,1,0.0,0.30952380952380953,5.630698070771627
ягоды,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.6,1,1.0,0.0,6.112137338429515
еще соки,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.5714285714285714,1,1.0,0.0,6.340315974727096
3 д стикеры,1,норма · 2 слова,11,2,4.0,0.0,0.09090909090909091,0.375,1,1.0,0.0,5.505499136562112
tassay вода,4,норма · удвоенная буква,11,2,5.0,0.6,0.0,0.5,2,1.0,0.0,5.194275587042186
кефиры,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.5,1,1.0,0.0,6.241501474393776
молоко кокосовое миндальное,7,норма · фраза,27,3,8.333333333333334,0.0,0.0,0.48,1,1.0,0.0,5.323178418375055
кофе в зернах1кг,7,норма · фраза,16,4,3.25,0.0,0.0625,0.3076923076923077,1,1.0,0.0,6.778338276812024
мизин,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.4,5.896332528197675
соса,2,искажённое слово,4,1,4.0,0.0,0.0,0.5,1,0.0,0.2,5.090786191683838
молоко простоквашино,5,норма · длинные слова,20,2,9.5,0.0,0.0,0.42105263157894735,1,1.0,0.0,5.6500515222656045
сахар в кусковой,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,1.0,0.0,5.810719244700544
ананаса ку сочки,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.5,1,1.0,0.0,5.55829830210445
минарьная,2,искажённое слово,9,1,9.0,0.0,0.0,0.4444444444444444,1,0.0,0.2727272727272727,5.494111502538779
таблетки для,1,норма · 2 слова,12,2,5.5,0.0,0.0,0.36363636363636365,1,1.0,0.0,5.717592337130864
m m s конфеты,1,норма · 2 слова,13,4,2.5,0.3,0.0,0.42857142857142855,1,1.0,0.0,5.573869986280243
свелк,2,искажённое слово,5,1,5.0,0.0,0.0,0.2,1,0.0,0.2,5.8427904499262455
лекарство урсофокус,9,фраза с искажением,19,2,9.0,0.0,0.0,0.3888888888888889,1,0.5,0.5555555555555556,6.075468265272157
наше солнце,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.4,1,1.0,0.0,6.147336098251264
палетка теней,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.457113055375956
наттис,10,искажённое слово · вставки/удвоения,6,1,6.0,0.0,0.0,0.3333333333333333,2,0.0,0.3333333333333333,6.055756581737543
злаковый батончики,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.4117647058823529,1,1.0,0.0,6.083248143783509
талрого,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.375,6.707251752090327
дисковые батарейки,5,норма · длинные слова,18,2,8.5,0.0,0.0,0.47058823529411764,1,1.0,0.0,5.561253550445843
мароконы,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.3333333333333333,4.882502185409455
свекольный,5,норма · длинные слова,10,1,10.0,0.0,0.0,0.3,1,1.0,0.0,5.356901671916055
нафтусю,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.42857142857142855,7.788665016920696
сахарный песок,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.191308946547736
мороженое стаканчик или в баночке,7,норма · фраза,33,5,5.8,0.0,0.0,0.4482758620689655,1,1.0,0.0,5.834073289466843
йоугор,2,искажённое слово,6,1,6.0,0.0,0.0,0.5,1,0.0,0.5,7.032910465755732
карандаш для бровей,7,норма · фраза,19,3,5.666666666666667,0.0,0.0,0.35294117647058826,1,1.0,0.0,6.297222727362136
нут чи,1,норма · 2 слова,6,2,2.5,0.0,0.0,0.4,1,1.0,0.0,6.880858459863166
чипсы proteins,5,норма · длинные слова,14,2,6.5,0.6153846153846154,0.0,0.4,1,0.5,0.0,6.23692504156502
стейк говядина,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.064311141432081
отьивная,2,искажённое слово,8,1,8.0,0.0,0.0,0.5,1,0.0,0.36363636363636365,6.146644300973095
сок,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.3027583302352745
инд,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.734523671219568
мягкий,3,норма · 1 слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,6.22450628509691
сливочный сыр,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.783094888882486
масло сливочное вятушка,7,норма · фраза,23,3,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.8958724993518326
у васаби,1,норма · 2 слова,8,2,3.5,0.0,0.0,0.5714285714285714,1,1.0,0.0,6.104701814178873
контейнер для сдачи анализа,7,норма · фраза,27,4,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.094489252342523
святой источник 1л,7,норма · фраза,18,3,5.0,0.0,0.05555555555555555,0.3333333333333333,1,1.0,0.0,6.5842457660784
к пивк,9,фраза с искажением,6,2,2.5,0.0,0.0,0.2,1,0.5,0.25,7.062816437041083
средство для стирки че,7,норма · фраза,22,4,4.75,0.0,0.0,0.3157894736842105,1,1.0,0.0,5.684186487369826
длиннозернистый рис,4,норма · удвоенная буква,19,2,9.0,0.0,0.0,0.3333333333333333,2,0.5,0.2,6.016846817942837
крабы мясо,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.243064909655365
марме,2,искажённое слово,5,1,5.0,0.0,0.0,0.4,1,0.0,0.3333333333333333,5.285944326728617
пояс верности,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,5.8577802046431975
масло л,1,норма · 2 слова,7,2,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,5.498769308324876
йгу,2,искажённое слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,0.0,0.5,8.75416722830786
крезал,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,5.723041253154611
влажный корм для кошек паштет,7,норма · фраза,29,5,5.0,0.0,0.0,0.32,1,1.0,0.0,6.569013803587857
желудочный кисель,5,норма · длинные слова,17,2,8.0,0.0,0.0,0.375,1,1.0,0.0,5.96718727777919
виноградя,2,искажённое слово,9,1,9.0,0.0,0.0,0.4444444444444444,1,0.0,0.1111111111111111,6.115655343841764
влажные,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.3936175981014784
стельки,3,норма · 1 слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,1.0,0.0,5.394237909860006
винограда сорта,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.678436392209147
кутсуп,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,6.743347762376414
лосось сухарики,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,6.0290026645444525
хлеб без драживой,9,фраза с искажением,17,3,5.0,0.0,0.0,0.3333333333333333,1,0.6666666666666666,0.25,6.246190391085733
арбуз соленый,1,норма · 2 слова,13,2,6.0,0.0,0.0,0.4166666666666667,1,1.0,0.0,6.30184371091408
ьворожный,2,искажённое слово,9,1,9.0,0.0,0.0,0.3333333333333333,1,0.0,0.1111111111111111,7.010957257567105
сок gardex,1,норма · 2 слова,10,2,4.5,0.6666666666666666,0.0,0.3333333333333333,1,1.0,0.0,5.3027583302352745
круасанмс,2,искажённое слово,9,1,9.0,0.0,0.0,0.3333333333333333,1,0.0,0.2222222222222222,6.914504757977464
кеш,3,норма · 1 слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,1.0,0.0,7.35895040546859
краковская,5,норма · длинные слова,10,1,10.0,0.0,0.0,0.4,1,1.0,0.0,5.260606616110564
нриднев,2,искажённое слово,7,1,7.0,0.0,0.0,0.2857142857142857,1,0.0,0.25,7.480136451640761
салëные огурец,9,фраза с искажением,14,3,4.0,0.0,0.0,0.5,1,0.6666666666666666,0.4,6.551878907768852
грибы шампиньоны,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.4,1,1.0,0.0,6.466866445865856
для стиральный,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.3076923076923077,1,1.0,0.0,5.3956274697591295
чупа ку,9,фраза с искажением,7,2,3.0,0.0,0.0,0.5,1,0.5,0.25,6.845750880388962
для степлер,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,5.800180365470557
швабра для полов,1,норма · 2 слова,16,3,4.666666666666667,0.0,0.0,0.35714285714285715,1,1.0,0.0,6.370624267207565
агар агара,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.5555555555555556,1,1.0,0.0,5.970050727652977
бальзам для губ тинт,7,норма · фраза,20,4,4.25,0.0,0.0,0.29411764705882354,1,1.0,0.0,6.865242977281087
гранд паста,1,норма · 2 слова,11,2,5.0,0.0,0.0,0.3,1,1.0,0.0,6.268272690931609
муз из манки,1,норма · 2 слова,12,3,3.3333333333333335,0.0,0.0,0.4,1,1.0,0.0,6.147228524959271
совитал,2,искажённое слово,7,1,7.0,0.0,0.0,0.42857142857142855,1,0.0,0.2857142857142857,5.556055709310331
таблетки для розжига,7,норма · фраза,20,3,6.0,0.0,0.0,0.3888888888888889,1,1.0,0.0,6.260894809091519
сушеный чеснок,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,6.142633308964748
сумка баул,1,норма · 2 слова,10,2,4.5,0.0,0.0,0.4444444444444444,1,1.0,0.0,6.606174567071646
гематоген,5,норма · длинные слова,9,1,9.0,0.0,0.0,0.4444444444444444,1,1.0,0.0,5.94430015784608
гапка,3,норма · 1 слово,5,1,5.0,0.0,0.0,0.4,1,1.0,0.0,5.825064190808015
от гриппа,4,норма · удвоенная буква,9,2,4.0,0.0,0.0,0.375,2,1.0,0.0,7.244357578131647
наполнте,2,искажённое слово,8,1,8.0,0.0,0.0,0.375,1,0.0,0.2222222222222222,5.736265833753467
арахисовые паста,5,норма · длинные слова,16,2,7.5,0.0,0.0,0.5333333333333333,1,1.0,0.0,5.8838050666326644
приправа maggi,4,норма · удвоенная буква,14,2,6.5,0.38461538461538464,0.0,0.375,2,1.0,0.0,5.530399779039358
линзы для,1,норма · 2 слова,9,2,4.0,0.0,0.0,0.375,1,1.0,0.0,6.848641230452111
zinger ножницы,5,норма · длинные слова,14,2,6.5,0.46153846153846156,0.0,0.42857142857142855,1,1.0,0.0,5.7998482697525375
бритвы женская,5,норма · длинные слова,14,2,6.5,0.0,0.0,0.38461538461538464,1,1.0,0.0,5.806607939072414
настольная игры,5,норма · длинные слова,15,2,7.0,0.0,0.0,0.42857142857142855,1,1.0,0.0,5.701025025410658
хед,2,искажённое слово,3,1,3.0,0.0,0.0,0.3333333333333333,1,0.0,0.3333333333333333,7.571671372534428
печнка,2,искажённое слово,6,1,6.0,0.0,0.0,0.3333333333333333,1,0.0,0.16666666666666666,5.651729593057823
